Nomor,Tanggal,Location Indicator,Nama UPT,Nama Bandara,Jam Operasional (jam),Jumlah Data Masuk,Ketersediaan Data (%),Catatan
2106,2025-07-11,WIPY,Sultan Mahmud Badaruddin II,Atung Bungsu,24,0,0.0,❌ Tidak ada data
2107,2025-07-11,WIRR,Budiarto,Budiarto,24,45,93.75,✅ Lengkap
2108,2025-07-11,WITC,Cut Nyak Dhien Nagan Raya,Cut Nyak Dhien Nagan Raya,24,24,50.0,✅ Lengkap
2109,2025-07-11,WITK,Sultan Iskandar Muda,Rembele,24,0,0.0,❌ Tidak ada data
2110,2025-07-11,WITN,Maimun Saleh,Maimun Saleh,24,24,50.0,✅ Lengkap
2111,2025-07-11,WITO,Sultan Iskandar Muda,Kuala Batu,24,0,0.0,❌ Tidak ada data
2112,2025-07-11,WITT,Sultan Iskandar Muda,Sultan Iskandar Muda,24,48,100.0,✅ Lengkap
2113,2025-07-12,WAAA,Sultan Hasanuddin,Sultan Hasanuddin,24,48,100.0,✅ Lengkap
2114,2025-07-12,WABA,Nabire,Waghete,24,0,0.0,❌ Tidak ada data
2115,2025-07-12,WABB,Frans Kaisiepo,Frans Kaisiepo,24,48,100.0,✅ Lengkap
2116,2025-07-12,WABF,Frans Kaisiepo,Numfoor,24,0,0.0,❌ Tidak ada data
2117,2025-07-12,WABG,Sentani,Kasonaweja,24,0,0.0,❌ Tidak ada data
2118,2025-07-12,WABI,Nabire,Douw Aturure,24,36,75.0,✅ Lengkap
2119,2025-07-12,WABO,Sudjarwo Tjondronegoro,Stevanus Rumbewas,24,24,50.0,✅ Lengkap
2120,2025-07-12,WADB,Sultan Muhammad Salahuddin,Sultan Muhammad Salahuddin,24,48,100.0,✅ Lengkap
2121,2025-07-12,WADD,I Gusti Ngurah Rai,I Gusti Ngurah Rai,24,48,100.0,✅ Lengkap
2122,2025-07-12,WADL,Zainuddin Abdul Madjid,Zainuddin Abdul Madjid,24,48,100.0,✅ Lengkap
2123,2025-07-12,WADS,Sultan Muhammad Kaharuddin,Sultan Muhammad Kaharuddin,24,48,100.0,✅ Lengkap
2124,2025-07-12,WADY,Banyuwangi,Banyuwangi,24,48,100.0,✅ Lengkap
2125,2025-07-12,WAEE,Sultan Babullah,Sultan Babullah,24,49,102.08,✅ Lengkap
2126,2025-07-12,WAEG,Gamar Malamo,Gamar Malamo,24,22,45.83,⚠️ Kurang dari 50%
2127,2025-07-12,WAEJ,Sultan Babullah,Gebe,24,0,0.0,❌ Tidak ada data
2128,2025-07-12,WAEK,Sultan Babullah,Kuabang,24,0,0.0,❌ Tidak ada data
2129,2025-07-12,WAEL,Oesman Sadik,Oesman Sadik,24,29,60.42,✅ Lengkap
2130,2025-07-12,WAEM,Sultan Babullah,Buli,24,0,0.0,❌ Tidak ada data
2131,2025-07-12,WAES,Emalamo,Emalamo,24,24,50.0,✅ Lengkap
2132,2025-07-12,WAEW,Lanud Leo Wattimena,Pitu,24,2,4.17,⚠️ Kurang dari 50%
2133,2025-07-12,WAFB,Toraja,Toraja,24,14,29.17,⚠️ Kurang dari 50%
2134,2025-07-12,WAFD,Andi Jemma,Lagaligo,24,0,0.0,❌ Tidak ada data
2135,2025-07-12,WAFF,Mutiara Sis-Al Jufri,Mutiara Sis-Al Jufri,24,48,100.0,✅ Lengkap
2136,2025-07-12,WAFJ,Tampa Padang,Tampa Padang,24,47,97.92,✅ Lengkap
2137,2025-07-12,WAFK,Andi Jemma,Rampi,24,0,0.0,❌ Tidak ada data
2138,2025-07-12,WAFL,Sultan Bantilan,Sultan Bantilan,24,24,50.0,✅ Lengkap
2139,2025-07-12,WAFM,Andi Jemma,Andi Jemma,24,24,50.0,✅ Lengkap
2140,2025-07-12,WAFN,Andi Jemma,Seko,24,0,0.0,❌ Tidak ada data
2141,2025-07-12,WAFO,Mutiara Sis-Al Jufri,Morowali,24,0,0.0,❌ Tidak ada data
2142,2025-07-12,WAFP,Kasiguncu,Kasiguncu,24,23,47.92,⚠️ Kurang dari 50%
2143,2025-07-12,WAFU,Syukuran Aminuddin Amir,Tanjung Api,24,0,0.0,❌ Tidak ada data
2144,2025-07-12,WAFW,Syukuran Aminuddin Amir,Syukuran Aminuddin Amir,24,48,100.0,✅ Lengkap
2145,2025-07-12,WAFY,Mutiara Sis-Al Jufri,Pogogul,24,0,0.0,❌ Tidak ada data
2146,2025-07-12,WAFZ,Djalaluddin,Panua Pohuwato,24,0,0.0,❌ Tidak ada data
2147,2025-07-12,WAGA,Tjilik Riwut,Kuala Kurun,24,0,0.0,❌ Tidak ada data
2148,2025-07-12,WAGB,Beringin,Hajji Muhammad Sidik,24,47,97.92,✅ Lengkap
2149,2025-07-12,WAGF,H. Asan,Kuala Pembuang,24,0,0.0,❌ Tidak ada data
2150,2025-07-12,WAGG,Tjilik Riwut,Tjilik Riwut,24,48,100.0,✅ Lengkap
2151,2025-07-12,WAGI,Iskandar,Iskandar,24,47,97.92,✅ Lengkap
2152,2025-07-12,WAGM,Sanggu,Sanggu,24,17,35.42,⚠️ Kurang dari 50%
2153,2025-07-12,WAGP,Beringin,Purukcahu,24,0,0.0,❌ Tidak ada data
2154,2025-07-12,WAGS,H. Asan,H. Asan,24,48,100.0,✅ Lengkap
2155,2025-07-12,WAHH,Lanud Adisutjipto,Adisutjipto,24,16,33.33,⚠️ Kurang dari 50%
2156,2025-07-12,WAHI,Yogyakarta,Yogyakarta,24,48,100.0,✅ Lengkap
2157,2025-07-12,WAHL,Tunggul Wulung,Tunggul Wulung,24,48,100.0,✅ Lengkap
2158,2025-07-12,WAHQ,Lanud Adi Soemarmo,Adi Soemarmo,24,48,100.0,✅ Lengkap
2159,2025-07-12,WAHS,Ahmad Yani,Jenderal Ahmad Yani,24,47,97.92,✅ Lengkap
2160,2025-07-12,WAHU,Ahmad Yani,Dewadaru,24,0,0.0,❌ Tidak ada data
2161,2025-07-12,WAJI,Torea,Mararena,24,11,22.92,⚠️ Kurang dari 50%
2162,2025-07-12,WAJJ,Sentani,Sentani,24,48,100.0,✅ Lengkap
2163,2025-07-12,WAJO,Wamena,Oksibil,24,0,0.0,❌ Tidak ada data
2164,2025-07-12,WAJS,Sentani,Senggeh,24,0,0.0,❌ Tidak ada data
2165,2025-07-12,WAKG,Mozez Kilangin,Ewer,24,0,0.0,❌ Tidak ada data
2166,2025-07-12,WAKJ,Mopah,Kimaam,24,0,0.0,❌ Tidak ada data
2167,2025-07-12,WAKK,Mopah,Mopah,24,48,100.0,✅ Lengkap
2168,2025-07-12,WAKO,Mopah,Okaba,24,0,0.0,❌ Tidak ada data
2169,2025-07-12,WAKP,Mopah,Kepi,24,0,0.0,❌ Tidak ada data
2170,2025-07-12,WAKT,Tanah Merah,Tanah Merah,24,24,50.0,✅ Lengkap
2171,2025-07-12,WALE,Sultan Aji Muhammad Sulaiman Sepinggan,Melak,24,5,10.42,⚠️ Kurang dari 50%
2172,2025-07-12,WALL,Sultan Aji Muhammad Sulaiman Sepinggan,Sultan Aji Muhammad Sulaiman,24,48,100.0,✅ Lengkap
2173,2025-07-12,WALS,Ajipangeran Tumenggung Pranoto,Ajipangeran Tumenggung Pranoto,24,48,100.0,✅ Lengkap
2174,2025-07-12,WAMG,Djalaluddin,Djalaluddin,24,48,100.0,✅ Lengkap
2175,2025-07-12,WAMH,Naha,Naha,24,48,100.0,✅ Lengkap
2176,2025-07-12,WAMI,Sam Ratulangi,Bolaang Mongondow,24,0,0.0,❌ Tidak ada data
2177,2025-07-12,WAMM,Sam Ratulangi,Sam Ratulangi,24,48,100.0,✅ Lengkap
2178,2025-07-12,WAMN,Sam Ratulangi,Melonguane,24,29,60.42,✅ Lengkap
2179,2025-07-12,WAMS,Sam Ratulangi,Miangas,24,0,0.0,❌ Tidak ada data
2180,2025-07-12,WAOC,Gusti Syamsir Alam,Bersujud,24,48,100.0,✅ Lengkap
2181,2025-07-12,WAOK,Gusti Syamsir Alam,Gusti Syamsir Alam,24,48,100.0,✅ Lengkap
2182,2025-07-12,WAON,Syamsudin Noor,Tanjung Warukin,24,0,0.0,❌ Tidak ada data
2183,2025-07-12,WAOO,Syamsudin Noor,Syamsudin Noor,24,48,100.0,✅ Lengkap
2184,2025-07-12,WAPA,Amahai,Amahai,24,48,100.0,✅ Lengkap
2185,2025-07-12,WAPC,Bandaneira,Bandaneira,24,24,50.0,✅ Lengkap
2186,2025-07-12,WAPD,Pattimura,Dobo,24,0,0.0,❌ Tidak ada data
2187,2025-07-12,WAPF,Karel Sadsuitubun,Karel Sadsuitubun,24,24,50.0,✅ Lengkap
2188,2025-07-12,WAPG,Pattimura,Namrole,24,0,0.0,❌ Tidak ada data
2189,2025-07-12,WAPM,Pattimura,Jos Orno Imsula,24,0,0.0,❌ Tidak ada data
2190,2025-07-12,WAPN,Namlea,Namniwel,24,23,47.92,⚠️ Kurang dari 50%
2191,2025-07-12,WAPO,Pattimura,Larat,24,0,0.0,❌ Tidak ada data
2192,2025-07-12,WAPP,Pattimura,Pattimura,24,48,100.0,✅ Lengkap
2193,2025-07-12,WAPS,Mathilda Batlayeri,Mathilda Batlayeri,24,24,50.0,✅ Lengkap
2194,2025-07-12,WAPU,Kuffar,Kuffar,24,24,50.0,✅ Lengkap
2195,2025-07-12,WAPV,Amahai,Wahai,24,0,0.0,❌ Tidak ada data
2196,2025-07-12,WAQA,Nunukan,Nunukan,24,48,100.0,✅ Lengkap
2197,2025-07-12,WAQC,Kalimarau,Maratua,24,0,0.0,❌ Tidak ada data
2198,2025-07-12,WAQD,Tanjung Harapan,Tanjung Harapan,24,47,97.92,✅ Lengkap
2199,2025-07-12,WAQJ,Yuvai Semaring,Yuvai Semaring,24,50,104.17,✅ Lengkap
2200,2025-07-12,WAQL,Tanjung Harapan,Long Apung,24,0,0.0,❌ Tidak ada data
2201,2025-07-12,WAQM,Tanjung Harapan,Kol. Robert Atty Bessing,24,0,0.0,❌ Tidak ada data
2202,2025-07-12,WAQQ,Juwata,Juwata,24,48,100.0,✅ Lengkap
2203,2025-07-12,WAQT,Kalimarau,Kalimarau,24,48,100.0,✅ Lengkap
2204,2025-07-12,WARA,Lanud Abdulrachman Saleh,Abdulrachman Saleh,24,48,100.0,✅ Lengkap
2205,2025-07-12,WARC,Ahmad Yani,Ngloram,24,0,0.0,❌ Tidak ada data
2206,2025-07-12,WARD,Dhoho,Dhoho,24,48,100.0,✅ Lengkap
2207,2025-07-12,WARE,Banyuwangi,Noto Hadinegoro,24,48,100.0,✅ Lengkap
2208,2025-07-12,WARR,Juanda,Juanda,24,48,100.0,✅ Lengkap
2209,2025-07-12,WART,Trunojoyo,Trunojoyo,24,22,45.83,⚠️ Kurang dari 50%
2210,2025-07-12,WARW,Sangkapura,Harun Thohir,24,45,93.75,✅ Lengkap
2211,2025-07-12,WASA,Domine Eduard Osok,Ayawasi,24,0,0.0,❌ Tidak ada data
2212,2025-07-12,WASF,Torea,Siboru,24,47,97.92,✅ Lengkap
2213,2025-07-12,WASI,Domine Eduard Osok,Inanwatan,24,0,0.0,❌ Tidak ada data
2214,2025-07-12,WASK,Utarom,Utarom,24,24,50.0,✅ Lengkap
2215,2025-07-12,WASN,Domine Eduard Osok,Marinda,24,0,0.0,❌ Tidak ada data
2216,2025-07-12,WASO,Rendani,Babo,24,0,0.0,❌ Tidak ada data
2217,2025-07-12,WASS,Domine Eduard Osok,Domine Eduard Osok,24,45,93.75,✅ Lengkap
2218,2025-07-12,WAST,Domine Eduard Osok,Teminabuan,24,0,0.0,❌ Tidak ada data
2219,2025-07-12,WASU,Domine Eduard Osok,Kambuaya,24,0,0.0,❌ Tidak ada data
2220,2025-07-12,WATA,Eltari,A. A. Bere Tallo,24,6,12.5,⚠️ Kurang dari 50%
2221,2025-07-12,WATB,Frans Sales Lega,Soa,24,0,0.0,❌ Tidak ada data
2222,2025-07-12,WATC,Fransiskus Xaverius Seda,Fransiskus Xaverius Seda,24,48,100.0,✅ Lengkap
2223,2025-07-12,WATE,Fransiskus Xaverius Seda,H. Hasan Aroeboesman,24,17,35.42,⚠️ Kurang dari 50%
2224,2025-07-12,WATG,Frans Sales Lega,Frans Sales Lega,24,48,100.0,✅ Lengkap
2225,2025-07-12,WATK,Umbu Mehang Kunda,Lede Kalumbang,24,25,52.08,✅ Lengkap
2226,2025-07-12,WATL,Gewayantana,Gewayantana,24,46,95.83,✅ Lengkap
2227,2025-07-12,WATM,Mali,Mali,24,48,100.0,✅ Lengkap
2228,2025-07-12,WATO,Komodo,Komodo,24,48,100.0,✅ Lengkap
2229,2025-07-12,WATQ,Pattimura,John Becker,24,0,0.0,❌ Tidak ada data
2230,2025-07-12,WATR,David Constantijn Saudale,David Constantijn Saudale,24,24,50.0,✅ Lengkap
2231,2025-07-12,WATS,Tardamu,Tardamu,24,48,100.0,✅ Lengkap
2232,2025-07-12,WATT,Eltari,El Tari,24,48,100.0,✅ Lengkap
2233,2025-07-12,WATU,Umbu Mehang Kunda,Umbu Mehang Kunda,24,48,100.0,✅ Lengkap
2234,2025-07-12,WATW,Eltari,Wunopito,24,0,0.0,❌ Tidak ada data
2235,2025-07-12,WAUB,Rendani,Bintuni,24,0,0.0,❌ Tidak ada data
2236,2025-07-12,WAUU,Rendani,Rendani,24,46,95.83,✅ Lengkap
2237,2025-07-12,WAUW,Rendani,Wasior,24,0,0.0,❌ Tidak ada data
2238,2025-07-12,WAVD,Wamena,Nop Goliat Dekai,24,0,0.0,❌ Tidak ada data
2239,2025-07-12,WAVV,Wamena,Wamena,24,49,102.08,✅ Lengkap
2240,2025-07-12,WAWB,Beto Ambari,Betoambari,24,22,45.83,⚠️ Kurang dari 50%
2241,2025-07-12,WAWD,Beto Ambari,Matahora,24,0,0.0,❌ Tidak ada data
2242,2025-07-12,WAWH,Sultan Hasanuddin,H. Aroeppala,24,0,0.0,❌ Tidak ada data
2243,2025-07-12,WAWN,Sultan Hasanuddin,Arung Palakka,24,0,0.0,❌ Tidak ada data
2244,2025-07-12,WAWP,Sangia Ni Bandera,Sangia Nibandera,24,48,100.0,✅ Lengkap
2245,2025-07-12,WAWR,Beto Ambari,Sugimanuru,24,0,0.0,❌ Tidak ada data
2246,2025-07-12,WAWW,Lanud Haluoleo,Haluoleo,24,31,64.58,✅ Lengkap
2247,2025-07-12,WAYE,Enarotali,Enarotali,24,16,33.33,⚠️ Kurang dari 50%
2248,2025-07-12,WAYL,Mozez Kilangin,Ilaga,24,0,0.0,❌ Tidak ada data
2249,2025-07-12,WAYY,Mozez Kilangin,Mozez Kilangin,24,45,93.75,✅ Lengkap
2250,2025-07-12,WIBB,Sultan Syarif Kasim II,Sultan Syarif Kasim II,24,49,102.08,✅ Lengkap
2251,2025-07-12,WIBD,Sultan Syarif Kasim II,Pinang Kampai,24,0,0.0,❌ Tidak ada data
2252,2025-07-12,WIBG,Sultan Syarif Kasim II,Tuanku Tambusai,24,0,0.0,❌ Tidak ada data
2253,2025-07-12,WIBJ,Japura,Japura,24,48,100.0,✅ Lengkap
2254,2025-07-12,WICA,Kertajati,Kertajati,24,48,100.0,✅ Lengkap
2255,2025-07-12,WICC,Lanud Husein Sastranegara,Husein Sastranegara,24,34,70.83,✅ Lengkap
2256,2025-07-12,WICD,Kertajati,Cakrabhuwana,24,48,100.0,✅ Lengkap
2257,2025-07-12,WICN,Tunggul Wulung,Nusawiru,24,48,100.0,✅ Lengkap
2258,2025-07-12,WIDD,Hang Nadim,Hang Nadim,24,48,100.0,✅ Lengkap
2259,2025-07-12,WIDL,Tarempa,Letung,24,0,0.0,❌ Tidak ada data
2260,2025-07-12,WIDM,Tarempa,Matak,24,17,35.42,⚠️ Kurang dari 50%
2261,2025-07-12,WIDN,Raja Hajji Fisabilillah,Raja Hajji Fisabilillah,24,48,100.0,✅ Lengkap
2262,2025-07-12,WIDO,Lanud Raden Sadjad,Ranai,24,14,29.17,⚠️ Kurang dari 50%
2263,2025-07-12,WIDS,Dabo,Dabo,24,24,50.0,✅ Lengkap
2264,2025-07-12,WIDT,Raja Hajji Abdullah,Raja Hajji Abdullah,24,47,97.92,✅ Lengkap
2265,2025-07-12,WIEB,Minangkabau,Mentawai,24,0,0.0,❌ Tidak ada data
2266,2025-07-12,WIEE,Minangkabau,Minangkabau,24,49,102.08,✅ Lengkap
2267,2025-07-12,WIGE,Fatmawati Soekarno,Enggano,24,0,0.0,❌ Tidak ada data
2268,2025-07-12,WIGG,Fatmawati Soekarno,Fatmawati Soekarno,24,48,100.0,✅ Lengkap
2269,2025-07-12,WIGM,Fatmawati Soekarno,Mukomuko,24,0,0.0,❌ Tidak ada data
2270,2025-07-12,WIHH,Lanud Halim Perdanakusuma,Halim Perdana Kusuma,24,40,83.33,✅ Lengkap
2271,2025-07-12,WIII,Soekarno Hatta,Soekarno Hatta,24,48,100.0,✅ Lengkap
2272,2025-07-12,WIJB,Sultan Thaha,Muara Bungo,24,0,0.0,❌ Tidak ada data
2273,2025-07-12,WIJI,Depati Parbo,Depati Parbo,24,49,102.08,✅ Lengkap
2274,2025-07-12,WIJJ,Sultan Thaha,Sultan Thaha,24,48,100.0,✅ Lengkap
2275,2025-07-12,WIKK,Depati Amir,Depati Amir,24,48,100.0,✅ Lengkap
2276,2025-07-12,WIKT,H.AS. Hanandjoeddin,H.AS. Hanandjoeddin,24,48,100.0,✅ Lengkap
2277,2025-07-12,WILL,Radin Inten II,Radin Inten II,24,48,100.0,✅ Lengkap
2278,2025-07-12,WILP,Radin Inten II,Muhammad Taufiq Kiemas,24,0,0.0,❌ Tidak ada data
2279,2025-07-12,WIMA,Malikussaleh,Malikussaleh,24,24,50.0,✅ Lengkap
2280,2025-07-12,WIMB,Binaka,Binaka,24,48,100.0,✅ Lengkap
2281,2025-07-12,WIME,Aek Godang,Aek Godang,24,48,100.0,✅ Lengkap
2282,2025-07-12,WIMF,Kualanamu,Jenderal Besar Abdul Haris Nasution,24,0,0.0,❌ Tidak ada data
2283,2025-07-12,WIML,Sultan Iskandar Muda,Lasikin,24,0,0.0,❌ Tidak ada data
2284,2025-07-12,WIMM,Kualanamu,Kualanamu Internasional,24,49,102.08,✅ Lengkap
2285,2025-07-12,WIMN,Silangit,Raja Sisingamangaraja XII,24,44,91.67,✅ Lengkap
2286,2025-07-12,WIMP,Silangit,Sibisa,24,0,0.0,❌ Tidak ada data
2287,2025-07-12,WIMS,FL Tobing,DR Ferdinand Lumban Tobing,24,48,100.0,✅ Lengkap
2288,2025-07-12,WIMU,Sultan Iskandar Muda,Alas Leuser,24,0,0.0,❌ Tidak ada data
2289,2025-07-12,WIOD,Singkawang,Singkawang,24,21,43.75,⚠️ Kurang dari 50%
2290,2025-07-12,WIOG,Nangapinoh,Nangapinoh,24,19,39.58,⚠️ Kurang dari 50%
2291,2025-07-12,WIOK,Rahadi Oesman,Rahadi Oesman,24,48,100.0,✅ Lengkap
2292,2025-07-12,WIOO,Supadio,Supadio,24,49,102.08,✅ Lengkap
2293,2025-07-12,WIOP,Pangsuma,Pangsuma,24,24,50.0,✅ Lengkap
2294,2025-07-12,WIOS,Tebelian,Tebelian,24,48,100.0,✅ Lengkap
2295,2025-07-12,WIPB,Sultan Mahmud Badaruddin II,Silampari,24,46,95.83,✅ Lengkap
2296,2025-07-12,WIPO,Radin Inten II,Gatot Soebroto,24,0,0.0,❌ Tidak ada data
2297,2025-07-12,WIPP,Sultan Mahmud Badaruddin II,Sultan Mahmud Badaruddin II,24,48,100.0,✅ Lengkap
2298,2025-07-12,WIPY,Sultan Mahmud Badaruddin II,Atung Bungsu,24,0,0.0,❌ Tidak ada data
2299,2025-07-12,WIRR,Budiarto,Budiarto,24,48,100.0,✅ Lengkap
2300,2025-07-12,WITC,Cut Nyak Dhien Nagan Raya,Cut Nyak Dhien Nagan Raya,24,24,50.0,✅ Lengkap
2301,2025-07-12,WITK,Sultan Iskandar Muda,Rembele,24,0,0.0,❌ Tidak ada data
2302,2025-07-12,WITN,Maimun Saleh,Maimun Saleh,24,24,50.0,✅ Lengkap
2303,2025-07-12,WITO,Sultan Iskandar Muda,Kuala Batu,24,0,0.0,❌ Tidak ada data
2304,2025-07-12,WITT,Sultan Iskandar Muda,Sultan Iskandar Muda,24,48,100.0,✅ Lengkap
2305,2025-07-13,WAAA,Sultan Hasanuddin,Sultan Hasanuddin,24,49,102.08,✅ Lengkap
2306,2025-07-13,WABA,Nabire,Waghete,24,0,0.0,❌ Tidak ada data
2307,2025-07-13,WABB,Frans Kaisiepo,Frans Kaisiepo,24,47,97.92,✅ Lengkap
2308,2025-07-13,WABF,Frans Kaisiepo,Numfoor,24,0,0.0,❌ Tidak ada data
2309,2025-07-13,WABG,Sentani,Kasonaweja,24,0,0.0,❌ Tidak ada data
2310,2025-07-13,WABI,Nabire,Douw Aturure,24,36,75.0,✅ Lengkap
2311,2025-07-13,WABO,Sudjarwo Tjondronegoro,Stevanus Rumbewas,24,21,43.75,⚠️ Kurang dari 50%
2312,2025-07-13,WADB,Sultan Muhammad Salahuddin,Sultan Muhammad Salahuddin,24,48,100.0,✅ Lengkap
2313,2025-07-13,WADD,I Gusti Ngurah Rai,I Gusti Ngurah Rai,24,48,100.0,✅ Lengkap
2314,2025-07-13,WADL,Zainuddin Abdul Madjid,Zainuddin Abdul Madjid,24,48,100.0,✅ Lengkap
2315,2025-07-13,WADS,Sultan Muhammad Kaharuddin,Sultan Muhammad Kaharuddin,24,48,100.0,✅ Lengkap
2316,2025-07-13,WADY,Banyuwangi,Banyuwangi,24,48,100.0,✅ Lengkap
2317,2025-07-13,WAEE,Sultan Babullah,Sultan Babullah,24,50,104.17,✅ Lengkap
2318,2025-07-13,WAEG,Gamar Malamo,Gamar Malamo,24,24,50.0,✅ Lengkap
2319,2025-07-13,WAEJ,Sultan Babullah,Gebe,24,0,0.0,❌ Tidak ada data
2320,2025-07-13,WAEK,Sultan Babullah,Kuabang,24,0,0.0,❌ Tidak ada data
2321,2025-07-13,WAEL,Oesman Sadik,Oesman Sadik,24,36,75.0,✅ Lengkap
2322,2025-07-13,WAEM,Sultan Babullah,Buli,24,0,0.0,❌ Tidak ada data
2323,2025-07-13,WAES,Emalamo,Emalamo,24,24,50.0,✅ Lengkap
2324,2025-07-13,WAEW,Lanud Leo Wattimena,Pitu,24,24,50.0,✅ Lengkap
2325,2025-07-13,WAFB,Toraja,Toraja,24,14,29.17,⚠️ Kurang dari 50%
2326,2025-07-13,WAFD,Andi Jemma,Lagaligo,24,0,0.0,❌ Tidak ada data
2327,2025-07-13,WAFF,Mutiara Sis-Al Jufri,Mutiara Sis-Al Jufri,24,48,100.0,✅ Lengkap
2328,2025-07-13,WAFJ,Tampa Padang,Tampa Padang,24,48,100.0,✅ Lengkap
2329,2025-07-13,WAFK,Andi Jemma,Rampi,24,0,0.0,❌ Tidak ada data
2330,2025-07-13,WAFL,Sultan Bantilan,Sultan Bantilan,24,24,50.0,✅ Lengkap
2331,2025-07-13,WAFM,Andi Jemma,Andi Jemma,24,29,60.42,✅ Lengkap
2332,2025-07-13,WAFN,Andi Jemma,Seko,24,0,0.0,❌ Tidak ada data
2333,2025-07-13,WAFO,Mutiara Sis-Al Jufri,Morowali,24,0,0.0,❌ Tidak ada data
2334,2025-07-13,WAFP,Kasiguncu,Kasiguncu,24,24,50.0,✅ Lengkap
2335,2025-07-13,WAFU,Syukuran Aminuddin Amir,Tanjung Api,24,0,0.0,❌ Tidak ada data
2336,2025-07-13,WAFW,Syukuran Aminuddin Amir,Syukuran Aminuddin Amir,24,48,100.0,✅ Lengkap
2337,2025-07-13,WAFY,Mutiara Sis-Al Jufri,Pogogul,24,0,0.0,❌ Tidak ada data
2338,2025-07-13,WAFZ,Djalaluddin,Panua Pohuwato,24,0,0.0,❌ Tidak ada data
2339,2025-07-13,WAGA,Tjilik Riwut,Kuala Kurun,24,0,0.0,❌ Tidak ada data
2340,2025-07-13,WAGB,Beringin,Hajji Muhammad Sidik,24,48,100.0,✅ Lengkap
2341,2025-07-13,WAGF,H. Asan,Kuala Pembuang,24,0,0.0,❌ Tidak ada data
2342,2025-07-13,WAGG,Tjilik Riwut,Tjilik Riwut,24,48,100.0,✅ Lengkap
2343,2025-07-13,WAGI,Iskandar,Iskandar,24,41,85.42,✅ Lengkap
2344,2025-07-13,WAGM,Sanggu,Sanggu,24,17,35.42,⚠️ Kurang dari 50%
2345,2025-07-13,WAGP,Beringin,Purukcahu,24,0,0.0,❌ Tidak ada data
2346,2025-07-13,WAGS,H. Asan,H. Asan,24,48,100.0,✅ Lengkap
2347,2025-07-13,WAHH,Lanud Adisutjipto,Adisutjipto,24,5,10.42,⚠️ Kurang dari 50%
2348,2025-07-13,WAHI,Yogyakarta,Yogyakarta,24,48,100.0,✅ Lengkap
2349,2025-07-13,WAHL,Tunggul Wulung,Tunggul Wulung,24,49,102.08,✅ Lengkap
2350,2025-07-13,WAHQ,Lanud Adi Soemarmo,Adi Soemarmo,24,48,100.0,✅ Lengkap
2351,2025-07-13,WAHS,Ahmad Yani,Jenderal Ahmad Yani,24,52,108.33,✅ Lengkap
2352,2025-07-13,WAHU,Ahmad Yani,Dewadaru,24,0,0.0,❌ Tidak ada data
2353,2025-07-13,WAJI,Torea,Mararena,24,10,20.83,⚠️ Kurang dari 50%
2354,2025-07-13,WAJJ,Sentani,Sentani,24,49,102.08,✅ Lengkap
2355,2025-07-13,WAJO,Wamena,Oksibil,24,0,0.0,❌ Tidak ada data
2356,2025-07-13,WAJS,Sentani,Senggeh,24,0,0.0,❌ Tidak ada data
2357,2025-07-13,WAKG,Mozez Kilangin,Ewer,24,0,0.0,❌ Tidak ada data
2358,2025-07-13,WAKJ,Mopah,Kimaam,24,0,0.0,❌ Tidak ada data
2359,2025-07-13,WAKK,Mopah,Mopah,24,48,100.0,✅ Lengkap
2360,2025-07-13,WAKO,Mopah,Okaba,24,0,0.0,❌ Tidak ada data
2361,2025-07-13,WAKP,Mopah,Kepi,24,0,0.0,❌ Tidak ada data
2362,2025-07-13,WAKT,Tanah Merah,Tanah Merah,24,23,47.92,⚠️ Kurang dari 50%
2363,2025-07-13,WALE,Sultan Aji Muhammad Sulaiman Sepinggan,Melak,24,7,14.58,⚠️ Kurang dari 50%
2364,2025-07-13,WALL,Sultan Aji Muhammad Sulaiman Sepinggan,Sultan Aji Muhammad Sulaiman,24,48,100.0,✅ Lengkap
2365,2025-07-13,WALS,Ajipangeran Tumenggung Pranoto,Ajipangeran Tumenggung Pranoto,24,48,100.0,✅ Lengkap
2366,2025-07-13,WAMG,Djalaluddin,Djalaluddin,24,46,95.83,✅ Lengkap
2367,2025-07-13,WAMH,Naha,Naha,24,48,100.0,✅ Lengkap
2368,2025-07-13,WAMI,Sam Ratulangi,Bolaang Mongondow,24,0,0.0,❌ Tidak ada data
2369,2025-07-13,WAMM,Sam Ratulangi,Sam Ratulangi,24,48,100.0,✅ Lengkap
2370,2025-07-13,WAMN,Sam Ratulangi,Melonguane,24,45,93.75,✅ Lengkap
2371,2025-07-13,WAMS,Sam Ratulangi,Miangas,24,0,0.0,❌ Tidak ada data
2372,2025-07-13,WAOC,Gusti Syamsir Alam,Bersujud,24,48,100.0,✅ Lengkap
2373,2025-07-13,WAOK,Gusti Syamsir Alam,Gusti Syamsir Alam,24,48,100.0,✅ Lengkap
2374,2025-07-13,WAON,Syamsudin Noor,Tanjung Warukin,24,0,0.0,❌ Tidak ada data
2375,2025-07-13,WAOO,Syamsudin Noor,Syamsudin Noor,24,48,100.0,✅ Lengkap
2376,2025-07-13,WAPA,Amahai,Amahai,24,48,100.0,✅ Lengkap
2377,2025-07-13,WAPC,Bandaneira,Bandaneira,24,24,50.0,✅ Lengkap
2378,2025-07-13,WAPD,Pattimura,Dobo,24,0,0.0,❌ Tidak ada data
